ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,
948380285,The Real Estate Matchmaker - Rentaltree.com,Web,Technology,USD,2015-05-21,75000.00,2015-04-16 21:19:46,0.00,failed,0,US,0.00,0.00,75000.00,
948382290,"Honoring Fallen Trees/ Shelving Collection/ Bike, Book,Entry",Product Design,Design,USD,2013-11-07,5000.00,2013-10-08 00:31:55,6110.00,successful,41,US,6110.00,6110.00,5000.00,
948383244,Cardboard Horror: Slasher 360°,Horror,Film & Video,USD,2016-11-07,5000.00,2016-09-16 17:34:18,162.00,failed,3,US,150.00,162.00,5000.00,
948385191,Sketch Books for Kids,Art,Art,USD,2017-11-22,300.00,2017-11-15 23:15:50,334.00,successful,12,US,0.00,334.00,300.00,
948385991,Ljuba Davis Live Studio Album,World Music,Music,USD,2011-09-18,12000.00,2011-08-09 08:21:20,12037.02,successful,89,US,12037.02,12037.02,12000.00,
948389530,Joshua,Photography,Photography,USD,2013-05-16,3000.00,2013-04-16 01:44:03,3173.00,successful,40,US,3173.00,3173.00,3000.00,
948398285,"Summer of Body Love, Saturday, August 19th, 2017",Art,Art,USD,2017-06-01,1500.00,2017-05-04 22:14:56,1550.00,successful,18,US,50.00,1550.00,1500.00,
948398523,Transhuman: The Eclipse Phase Player's Guide,Tabletop Games,Games,USD,2013-05-23,14000.00,2013-04-24 05:46:08,117965.53,successful,1898,US,117965.53,117965.53,14000.00,
948404341,Space Blitz (Canceled),Mobile Games,Games,SEK,2015-06-20,3000.00,2015-05-30 18:54:32,0.00,canceled,0,SE,0.00,0.00,362.76,
948409215,Sketchbook Project for 7th grade ART,Illustration,Art,USD,2012-10-22,1200.00,2012-09-22 19:00:50,55.00,failed,6,US,55.00,55.00,1200.00,
94842270,Shared Learning Website,Technology,Technology,AUD,2015-10-24,3500.00,2015-08-25 00:33:27,0.00,failed,0,AU,0.00,0.00,2480.69,
948430351,A Personal Touch,Fashion,Fashion,USD,2013-04-18,3000.00,2013-03-18 23:43:11,1.00,failed,1,US,1.00,1.00,3000.00,
948434070,The MS Manifesto: Thriving In Denial,Nonfiction,Publishing,USD,2013-12-13,8000.00,2013-11-13 01:01:34,472.00,failed,9,US,472.00,472.00,8000.00,
948443025,FALLING UPHILL - A FEATURE FILM,Shorts,Film & Video,USD,2011-03-14,6000.00,2011-01-28 01:35:51,7100.00,successful,50,US,7100.00,7100.00,6000.00,
948443934,WaterBlade Motorized Water Walker Board,Product Design,Design,USD,2016-09-15,75000.00,2016-08-01 20:30:45,0.00,failed,0,US,0.00,0.00,75000.00,
948448672,How Can We Help / a travel documentary,Documentary,Film & Video,USD,2010-08-22,25000.00,2010-05-25 02:00:07,1665.00,failed,11,US,1665.00,1665.00,25000.00,
948450785,The Journey,Documentary,Film & Video,USD,2014-03-27,15000.00,2014-03-06 22:40:05,181.00,failed,9,US,181.00,181.00,15000.00,
948455529,Star Trek Cast Portraits Kickstarter Exhibition & Book,Photography,Photography,GBP,2016-03-09,1000.00,2016-02-08 16:49:09,1338.00,successful,15,GB,1940.39,1912.30,1429.22,
948459368,Welcome to Southend,Documentary,Film & Video,GBP,2016-07-13,5000.00,2016-06-13 17:57:52,10.00,failed,1,GB,0.00,13.36,6681.45,
948465242,Art Clock... Time To Get Creative!,Digital Art,Art,USD,2015-08-09,1500.00,2015-06-25 18:54:40,50.00,failed,1,US,50.00,50.00,1500.00,
948465977,We Are The Future,Documentary,Film & Video,USD,2012-01-10,125000.00,2011-11-11 00:44:20,175.00,failed,3,US,175.00,175.00,125000.00,
948469535,BLACK ROAD,Narrative Film,Film & Video,USD,2014-07-07,44000.00,2014-06-07 01:47:11,45923.78,successful,365,US,45923.78,45923.78,44000.00,
948471136,I'm Tryna Make It So I Need A Kick Push To Get It Started.,Music,Music,USD,2013-05-22,4000.00,2013-04-22 00:31:13,193.00,failed,7,US,193.00,193.00,4000.00,
948476327,Batman: Rise of the Cowl,Television,Film & Video,USD,2016-05-16,50000000.00,2016-03-17 08:17:16,10.00,failed,2,US,10.00,10.00,50000000.00,
9484833,"""underGRAD"" Season Three",Film & Video,Film & Video,USD,2012-08-23,1000.00,2012-07-24 08:16:32,1291.00,successful,27,US,1291.00,1291.00,1000.00,
948511243,DICE CARDS,Tabletop Games,Games,USD,2012-11-30,25000.00,2012-10-16 21:54:22,26.00,failed,2,US,26.00,26.00,25000.00,
948513160,Draft Town Boys,Drama,Film & Video,USD,2016-12-12,7895.00,2016-10-28 04:26:23,445.00,canceled,5,US,50.00,445.00,7895.00,
948519638,"D.A.R.K.P.M.C. Mechsuits for 28mm, 15mm, 6mm wargames!",Tabletop Games,Games,GBP,2015-07-02,1600.00,2015-06-02 12:50:07,1133.00,failed,35,GB,1732.13,1770.17,2499.80,
948521112,Britain's Oddest Athletes,Webseries,Film & Video,USD,2013-11-21,6000.00,2013-10-08 22:09:20,0.00,failed,0,US,0.00,0.00,6000.00,
948522788,"Happy truck, paleo, healthy, comfort food, juicing, BBQ",Food,Food,USD,2015-10-31,15000.00,2015-09-01 01:06:55,15025.00,successful,12,US,15025.00,15025.00,15000.00,
948523829,Help us Make a Website Like Chegg but Free and wayyy Better!,Web,Technology,USD,2016-04-26,50000.00,2016-02-26 00:16:56,670.00,canceled,14,US,670.00,670.00,50000.00,
948524532,World Peace Reef,Sculpture,Art,USD,2016-11-12,150000.00,2016-10-11 03:59:02,2304.00,failed,9,US,2270.00,2304.00,150000.00,
948525980,Oceanus -A game like no other.,Video Games,Games,USD,2014-02-23,40000.00,2014-01-24 04:55:18,20.00,failed,8,US,20.00,20.00,40000.00,
94852659,Pancake Mountain and Chic-A-Go-Go feature film,Family,Film & Video,USD,2013-07-18,2400.00,2013-06-27 19:20:07,2851.00,successful,44,US,2851.00,2851.00,2400.00,
9485305,Build a New Home for Beyond Our Years,Art,Art,USD,2014-04-02,50000.00,2014-03-03 20:28:34,13657.00,failed,95,US,13657.00,13657.00,50000.00,
948535886,"""Red Sun Rose""",Music,Music,USD,2011-04-02,200.00,2011-03-01 02:28:27,0.00,failed,0,US,0.00,0.00,200.00,
948539567,"Uncommonly Good: Stories of life, food and the birth of Good Commons",Nonfiction,Publishing,USD,2010-08-16,12000.00,2010-06-11 16:52:11,12371.00,successful,90,US,12371.00,12371.00,12000.00,
948545870,Gr(Ace),Narrative Film,Film & Video,USD,2016-07-03,6000.00,2016-05-04 06:56:47,1528.00,failed,25,US,1528.00,1528.00,6000.00,
948545982,Silk,Shorts,Film & Video,USD,2013-11-13,2300.00,2013-10-14 01:37:22,3426.00,successful,56,US,3426.00,3426.00,2300.00,
948550340,My God is Awesome!  picture book by 5 yr-old Kyla & her mom,Children's Books,Publishing,USD,2014-05-09,17000.00,2014-04-09 19:00:39,166.00,canceled,7,US,166.00,166.00,17000.00,
948551721,Make or Break Webseries,Webseries,Film & Video,USD,2012-06-09,3600.00,2012-05-03 21:48:14,685.00,failed,18,US,685.00,685.00,3600.00,
948561187,The Commodore Story - Changing the world 8-bits at a time,Documentary,Film & Video,GBP,2017-04-20,17500.00,2017-02-19 02:13:53,48990.40,successful,1230,GB,2696.22,62601.14,22361.93,
948573567,PURGE: PAST UNSPOKEN - Book One Graphic Novel (Canceled),Graphic Novels,Comics,USD,2015-10-07,15350.00,2015-08-10 17:10:23,3274.00,canceled,103,US,3274.00,3274.00,15350.00,
948575732,"Get Dave Patten's ""Echo"" Music Video Distributed",Pop,Music,USD,2010-06-01,2600.00,2010-05-11 18:22:52,474.00,failed,3,US,474.00,474.00,2600.00,
948579861,Home Run,Documentary,Film & Video,GBP,2014-04-23,4000.00,2014-03-24 10:30:24,4073.00,successful,41,GB,6715.29,6846.18,6723.48,
94858272,Smart Phone App INEED,Apps,Technology,HKD,2017-12-03,80000.00,2017-11-03 10:46:50,0.00,failed,0,HK,0.00,0.00,10248.13,
948593290,How Many Mixed Media Pieces?,Art,Art,USD,2013-08-14,25.00,2013-08-01 18:25:47,402.00,successful,20,US,402.00,402.00,25.00,
948601178,Demure Magazine,Publishing,Publishing,USD,2015-04-09,500.00,2015-03-10 05:02:29,785.00,successful,18,US,785.00,785.00,500.00,
948614359,Triangle Sect Hits The Road And Wants You To Be Involved!,World Music,Music,USD,2012-04-21,10000.00,2012-03-17 00:06:53,0.00,failed,0,US,0.00,0.00,10000.00,
948619761,Hangry Hearts: a project on broken hearts,People,Photography,EUR,2017-08-01,5500.00,2017-06-22 09:45:38,10.00,failed,1,IT,0.00,11.87,6527.42,
948626505,The Minimalist | The Best iPhone Case Under $20,Product Design,Design,USD,2016-10-26,10000.00,2016-08-31 14:59:40,1810.00,suspended,65,US,113.00,1810.00,10000.00,
948633997,Cuttin' Corners Plus Paint Brush - Support Made in the USA!,Product Design,Design,USD,2015-11-23,17500.00,2015-10-09 17:36:34,127.00,failed,4,US,127.00,127.00,17500.00,
948637767,Mauritius Pavilion First Participation 56th Venice Biennale,Art Books,Publishing,USD,2015-05-01,5000.00,2015-03-24 18:46:55,5741.00,successful,30,US,5741.00,5741.00,5000.00,
948645771,Wolfclaw Designs and Apparel,Apparel,Fashion,USD,2016-08-28,50000.00,2016-06-29 00:36:27,51.00,failed,2,US,50.00,51.00,50000.00,
948658266,Hypercorps 2099 Wasteland: 5th Edition Apocalyptic RPG (5E),Tabletop Games,Games,USD,2016-12-19,3000.00,2016-11-29 15:37:22,3240.00,successful,97,US,304.00,3240.00,3000.00,
948661001,Looking For Leo,Documentary,Film & Video,GBP,2017-06-01,23000.00,2017-05-02 19:50:13,23331.00,successful,112,GB,903.87,29988.43,29562.98,
948662570,Hayhurst Apparel,Apparel,Fashion,AUD,2016-02-27,4000.00,2016-01-28 00:01:42,2.00,failed,2,AU,1.39,1.48,2953.12,
948669029,Delta 88 -- presented by 30 Down Productions,Film & Video,Film & Video,USD,2012-04-04,3500.00,2012-03-05 09:31:21,21.00,failed,2,US,21.00,21.00,3500.00,
948672983,"Carpe Noctem, a Six-Suited deck of XXL Playing Cards",Playing Cards,Games,EUR,2017-09-27,10001.00,2017-08-28 09:03:42,624.00,failed,25,NL,466.29,736.69,11807.14,
948675209,Species Zero,Webseries,Film & Video,USD,2013-08-07,10000.00,2013-07-08 19:03:38,39.36,failed,6,US,39.36,39.36,10000.00,
948677995,The Sip Glass,Design,Design,USD,2013-05-15,450.00,2013-04-15 04:22:53,570.00,successful,11,US,570.00,570.00,450.00,
948680859,No Heave Nor Hell,Publishing,Publishing,USD,2015-05-22,18000.00,2015-04-22 11:26:00,0.00,failed,0,US,0.00,0.00,18000.00,
948682656,"New Poetry Book ""An Umbrella in the Rain"" by Ralph Killey",Poetry,Publishing,GBP,2014-02-25,1700.00,2014-01-30 20:34:27,3.00,failed,1,GB,4.97,5.02,2842.00,
948696591,Cake Logic,Video Games,Games,USD,2016-05-10,5000.00,2016-04-10 19:53:37,250.13,failed,21,US,250.13,250.13,5000.00,
948705416,Ben Pearson: An Archery Legend,Documentary,Film & Video,USD,2010-04-01,9000.00,2010-01-01 01:41:03,205.00,failed,5,US,205.00,205.00,9000.00,
948709645,Secret Forest Project,Experimental,Film & Video,NZD,2017-11-14,10000.00,2017-10-15 13:47:22,0.00,failed,0,NZ,0.00,0.00,6789.79,
94872053,Sine Requie: Snake Eyes - There is only blind rage!,Video Games,Games,EUR,2017-12-01,20000.00,2017-11-01 10:01:04,7046.00,failed,209,IT,3452.63,8374.14,23769.91,
948723479,Jaspercussion Cymb Siz. A cymbal sound enhancer.,Jazz,Music,USD,2015-12-27,5000.00,2015-11-27 08:07:30,91.00,failed,6,US,91.00,91.00,5000.00,
948724006,LA's First Comic Book Truck,Events,Comics,USD,2014-05-21,6500.00,2014-04-18 03:23:29,865.00,failed,29,US,865.00,865.00,6500.00,
948727245,Return: Short film,Shorts,Film & Video,USD,2010-09-01,1000.00,2010-07-25 03:24:27,1005.00,successful,12,US,1005.00,1005.00,1000.00,
948727937,Jonny Burke's Second Album,Rock,Music,USD,2012-01-20,8500.00,2011-12-06 19:55:46,706.00,failed,15,US,706.00,706.00,8500.00,
948728037,The Other Half of the Sky,Fiction,Publishing,USD,2015-04-17,2783.00,2015-03-17 06:26:36,3154.00,successful,33,US,3154.00,3154.00,2783.00,
94873157,Campfire Spirits Distillery,Food,Food,USD,2013-12-14,15000.00,2013-11-14 01:39:20,30.00,failed,2,US,30.00,30.00,15000.00,
948733155,Socks - The Webseries!,Webseries,Film & Video,USD,2012-10-22,4000.00,2012-10-07 18:14:40,4056.00,successful,49,US,4056.00,4056.00,4000.00,
948735460,Arcus Hymenoptera Transport & Propane for Element 11,Installations,Art,USD,2014-07-04,700.00,2014-06-17 02:16:15,420.00,failed,13,US,420.00,420.00,700.00,
948745356,The Lion Sleeps Tonight!,Musical,Theater,USD,2016-03-12,3500.00,2016-01-26 22:34:43,3895.00,successful,46,US,3895.00,3895.00,3500.00,
94875250,Bringing a Drag Super hero to life through comics and books.,Comics,Comics,USD,2012-03-01,8000.00,2012-01-31 06:27:24,0.00,canceled,0,US,0.00,0.00,8000.00,
948753740,2016 Tea Critters Calendar (Canceled),Illustration,Art,USD,2015-05-03,1200.00,2015-04-03 03:58:09,75.00,canceled,3,US,75.00,75.00,1200.00,
948767400,Father's Day Breakfast,Film & Video,Film & Video,USD,2014-07-02,5000.00,2014-06-02 06:22:38,5060.00,undefined,0,"N,0""",,5060.00,5000.00,
948780354,carnivorus plantis (carnivorous plants) Kit,Crafts,Crafts,USD,2015-06-22,2000.00,2015-05-18 19:04:54,66.00,failed,2,US,66.00,66.00,2000.00,
948783467,"Be Amazing. From Scott, With Love",Art,Art,USD,2016-04-30,9000.00,2016-04-04 16:23:40,10405.00,successful,151,US,10405.00,10405.00,9000.00,
948787470,Magical Realism Tarot,Illustration,Art,USD,2014-11-01,6000.00,2014-10-02 20:30:04,6916.00,successful,97,US,6916.00,6916.00,6000.00,
948810349,Antithesis,Tabletop Games,Games,USD,2016-08-23,1000.00,2016-07-08 05:05:46,48.00,failed,5,US,30.00,48.00,1000.00,
948818928,"M.U.D. ""Issue #2""",Comics,Comics,USD,2015-10-11,200.00,2015-09-11 23:47:42,320.00,successful,13,US,320.00,320.00,200.00,
948820771,Stressed Out (Canceled),Crafts,Crafts,EUR,2015-03-13,105.00,2015-02-13 16:44:30,0.00,canceled,0,NL,0.00,0.00,111.01,
948821054,Help Kinky Creature Record an EP!,Rock,Music,USD,2011-12-31,3000.00,2011-11-30 02:02:30,3322.00,successful,69,US,3322.00,3322.00,3000.00,
948828800,iPhone 5 iMpkt Extreme Protection Aluminum Case,Product Design,Design,USD,2012-11-05,80000.00,2012-10-03 23:19:22,10780.00,failed,106,US,10780.00,10780.00,80000.00,
948836817,WCU Suspensions Spring Break Tour,Music,Music,USD,2016-02-13,700.00,2016-01-22 22:23:08,100.00,failed,1,US,100.00,100.00,700.00,
948858416,The Nut Hut,Drama,Film & Video,USD,2015-12-01,305365.00,2015-11-01 06:13:17,2154.00,failed,14,US,2154.00,2154.00,305365.00,
94886222,Viva la Muerte: The Second Album,Rock,Music,USD,2016-06-13,10000.00,2016-05-14 02:23:39,10920.00,successful,75,US,10920.00,10920.00,10000.00,
948868150,623unlimited.com,Web,Technology,USD,2014-12-22,13000.00,2014-11-22 02:24:59,0.00,failed,0,US,0.00,0.00,13000.00,
948868595,"Mother - a short, moving drama by Jumaan Short",Drama,Film & Video,GBP,2015-05-16,3000.00,2015-04-16 12:46:14,4051.00,successful,117,GB,5980.05,6335.83,4692.05,
948869512,All-Natural Cleaning Products by Brenda,Product Design,Design,USD,2016-10-27,50000.00,2016-09-27 01:37:35,1.00,failed,1,US,0.00,1.00,50000.00,
948869607,Jenewal: sustainable accessories,Accessories,Fashion,SGD,2017-11-25,1500.00,2017-10-26 05:20:11,0.00,canceled,0,SG,0.00,0.00,1113.26,
948878698,First Album by Imprints,World Music,Music,USD,2012-09-26,4000.00,2012-09-01 19:26:17,4811.00,successful,57,US,4811.00,4811.00,4000.00,
948893809,All Kinds of Beings...How Do We Bless?,Music Videos,Film & Video,USD,2016-05-02,25000.00,2016-03-18 19:31:46,4421.11,failed,21,US,4421.11,4421.11,25000.00,
948894169,Moving walls: A magical girl mind-bending tragedy novel,Publishing,Publishing,USD,2014-11-16,2000.00,2014-10-17 20:52:06,20.00,failed,1,US,20.00,20.00,2000.00,
948907029,Home: The Film,Narrative Film,Film & Video,USD,2012-05-26,2165.21,2012-05-04 06:27:41,34746.99,successful,288,US,34746.99,34746.99,2165.21,
948912752,"Jazz of ""Many Colors"" Album",Jazz,Music,USD,2014-02-22,8000.00,2014-01-21 23:50:47,2715.00,failed,64,US,2715.00,2715.00,8000.00,
948914356,The Big Picture,Country & Folk,Music,USD,2011-09-21,16500.00,2011-08-22 14:38:49,2050.00,failed,13,US,2050.00,2050.00,16500.00,
948923168,360° Drone View (Canceled),Flight,Technology,CAD,2016-05-09,3000.00,2016-04-09 04:21:16,0.00,canceled,0,CA,0.00,0.00,2328.83,
948925235,"""(more than) dust."" - a feminist photo book",Photobooks,Photography,USD,2015-03-19,19000.00,2015-02-17 16:05:20,19129.00,successful,141,US,19129.00,19129.00,19000.00,
948932464,Elemental Clash: The Master Set - Going USA,Tabletop Games,Games,USD,2013-09-01,15000.00,2013-08-01 00:00:10,4751.00,failed,90,US,4751.00,4751.00,15000.00,
948935190,The Happy House,Narrative Film,Film & Video,USD,2012-03-04,7500.00,2012-01-28 17:09:39,7516.00,successful,70,US,7516.00,7516.00,7500.00,
948943753,Help Country Artist Casi Joy Record a Nashville EP,Country & Folk,Music,USD,2015-05-01,15000.00,2015-04-01 00:47:54,15328.00,successful,89,US,15328.00,15328.00,15000.00,
948950657,Unverified: The Film,Documentary,Film & Video,USD,2015-03-01,50000.00,2015-02-06 23:33:47,142187.00,successful,1036,US,142187.00,142187.00,50000.00,
94896165,Tiffany Mills Company is performing coast to coast,Dance,Dance,USD,2014-04-15,5000.00,2014-02-14 04:12:06,5752.00,successful,58,US,5752.00,5752.00,5000.00,
948964323,Unique Baby Bath Towel,Product Design,Design,GBP,2017-04-29,50000.00,2017-03-30 01:11:46,82.00,failed,4,GB,0.00,106.10,64697.28,
948966041,Our 2013 AT Thru-Hike (is just a hike!) (Canceled),Nonfiction,Publishing,USD,2013-03-23,2550.00,2013-03-01 03:06:29,50.00,canceled,2,US,50.00,50.00,2550.00,
948968863,Grooves And Moods,Jazz,Music,USD,2012-09-26,20000.00,2012-08-27 21:15:54,920.00,failed,6,US,920.00,920.00,20000.00,
948973435,"Location: Connecting People, Connecting Stories",Art,Art,USD,2013-06-02,1500.00,2013-04-12 20:24:29,1855.00,successful,34,US,1855.00,1855.00,1500.00,
948973465,"Best Indie Lit New England: BILiNE, Vol. 2 (2013 – 2014)",Literary Journals,Publishing,USD,2014-10-31,1500.00,2014-09-15 18:01:35,1544.00,successful,38,US,1544.00,1544.00,1500.00,
948981478,The Man Behind the Job: Book Project,Nonfiction,Publishing,USD,2012-06-17,10000.00,2012-05-18 01:31:48,3.00,failed,3,US,3.00,3.00,10000.00,
948983404,Melissa Ferrick-TOUR SUPPORT,Indie Rock,Music,USD,2011-07-22,5000.00,2011-05-23 01:17:15,7851.00,successful,99,US,7851.00,7851.00,5000.00,
94899375,Help Fund our Star Wars Fan Film!,Film & Video,Film & Video,GBP,2016-03-21,500.00,2016-03-14 22:38:51,2065.00,successful,37,GB,2958.12,2917.86,706.50,
948994364,InfaCrates: A Monthly Subscription Service With Everything,Games,Games,USD,2015-05-09,45000.00,2015-04-09 00:59:28,1280.00,canceled,11,US,1280.00,1280.00,45000.00,
948994426,Power Invaders Experiments (Canceled),Experimental,Film & Video,USD,2014-10-05,100000.00,2014-08-06 00:39:30,0.00,canceled,0,US,0.00,0.00,100000.00,
949002504,The Subtle Needle,Illustration,Art,USD,2015-09-02,500.00,2015-08-18 01:32:49,924.00,successful,36,US,924.00,924.00,500.00,
949005346,The Trash Project for two final performances,Dance,Dance,USD,2011-04-04,10000.00,2011-02-17 15:41:14,16009.00,successful,208,US,16009.00,16009.00,10000.00,
949010849,Drop Da Bass,Video Games,Games,USD,2013-07-06,5000.00,2013-06-06 12:25:35,0.00,failed,0,US,0.00,0.00,5000.00,
94901430,Sterling Silver Engraved Beads For Bracelets and Necklaces,Fashion,Fashion,USD,2014-05-23,30000.00,2014-04-23 09:25:48,16.00,failed,2,US,16.00,16.00,30000.00,
949016615,"From ""The Sands of Iwo Jima"" to ""The Perfect Storm""",Documentary,Film & Video,USD,2011-10-03,20000.00,2011-08-19 12:20:07,102.00,failed,2,US,102.00,102.00,20000.00,
949017370,Urban Upcycling (Canceled),Design,Design,GBP,2014-06-24,10000.00,2014-05-15 14:12:09,0.00,canceled,0,GB,0.00,0.00,17032.58,
949030307,The Wormworld Saga Book Edition - Volume 1,Webcomics,Comics,USD,2014-09-16,12000.00,2014-08-17 21:56:32,44089.44,successful,1071,US,44089.44,44089.44,12000.00,
949040669,CARGO,Narrative Film,Film & Video,USD,2011-05-24,15000.00,2011-04-05 00:46:37,1300.00,failed,18,US,1300.00,1300.00,15000.00,
949046551,Mat's Journey,Documentary,Film & Video,USD,2012-03-11,88350.00,2012-02-10 09:08:03,0.00,failed,0,US,0.00,0.00,88350.00,
949050778,Creature Case for iPhone and iPod Touch,Design,Design,USD,2011-12-25,15000.00,2011-11-14 16:13:44,1055.00,failed,32,US,1055.00,1055.00,15000.00,
949052928,Publishing The Woodsman,Nonfiction,Publishing,USD,2016-04-03,1300.00,2016-03-04 20:22:05,306.00,failed,8,US,306.00,306.00,1300.00,
949058250,"Project Pink: Pinups, pink, and ink",Art Books,Publishing,USD,2016-10-20,10000.00,2016-09-20 20:49:39,12004.00,successful,253,US,3102.00,12004.00,10000.00,
949065015,ZOMBIE OVERKILL DEATH SQUAD - CALLING FOR REINFORCEMENTS,Events,Comics,USD,2016-03-14,570.00,2016-02-29 15:35:56,64.00,failed,7,US,64.00,64.00,570.00,
949066515,Sophie-Sticated Mama,Film & Video,Film & Video,USD,2015-06-21,17000.00,2015-04-22 21:20:12,1.00,failed,1,US,1.00,1.00,17000.00,
949068832,Peace & Information - New Album by Jenny O.,Music,Music,USD,2017-03-03,8000.00,2017-02-01 19:01:20,9711.00,successful,191,US,3942.00,9711.00,8000.00,
949070380,The Man in the Snow White Cell,Country & Folk,Music,GBP,2016-01-31,550.00,2016-01-01 12:58:40,599.00,successful,16,GB,887.83,871.72,800.41,
949070392,Hylo: Arachno,Publishing,Publishing,USD,2015-09-13,30000.00,2015-08-14 00:16:10,0.00,failed,0,US,0.00,0.00,30000.00,
949071583,ECHO STRIKE: Tank Battle Board Game 2-4 Players and Co-Op,Tabletop Games,Games,USD,2014-05-15,3000.00,2014-04-15 21:26:42,76.00,failed,3,US,76.00,76.00,3000.00,
